namespace label|resource label|namespace|resource uri|parent uri|domain|range
dbo|a side|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/aSide|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Single|http://www.w3.org/2001/XMLSchema#string
dbo|abbey church blessing|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/abbeychurchBlessing|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Cleric|http://www.w3.org/2001/XMLSchema#string
dbo|abbey church blessing charge|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/abbeychurchBlessingCharge|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Cleric|http://www.w3.org/2001/XMLSchema#string
dbo|abbreviation|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/abbreviation|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property||http://www.w3.org/2001/XMLSchema#string
dbo|able to grind|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/ableToGrind|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Mill|http://www.w3.org/2001/XMLSchema#string
dbo|absolute magnitude|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/absoluteMagnitude|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/CelestialBody|http://www.w3.org/2001/XMLSchema#double
dbo|abstentions|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/abstentions|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/StatedResolution|http://www.w3.org/2001/XMLSchema#nonNegativeInteger
dbo|has abstract|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/abstract|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property||http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
dbo|academic advisor|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/academicAdvisor|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Scientist|http://dbpedia.org/ontology/Person
dbo|academic discipline|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/academicDiscipline|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/AcademicJournal|
dbo|Academy Award|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/academyAward|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Artist|http://dbpedia.org/ontology/Award
dbo|acceleration (s)|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/acceleration|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/AutomobileEngine|http://www.w3.org/2001/XMLSchema#double
dbo|access|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/access|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property||http://www.w3.org/2001/XMLSchema#string
dbo|access date|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/accessDate|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property||http://www.w3.org/2001/XMLSchema#date
dbo|achievement|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/achievement|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Person|
dbo|date of acquirement|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/acquirementDate|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Ship|http://www.w3.org/2001/XMLSchema#date
dbo|ACT score|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/actScore|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/School|
dbo|acting headteacher|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/actingHeadteacher|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/EducationalInstitution|http://dbpedia.org/ontology/Person
dbo|Active Cases|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/activeCases|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Outbreak|http://www.w3.org/2001/XMLSchema#integer
dbo|active years|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/activeYears|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Person|http://www.w3.org/2001/XMLSchema#string
dbo|active years end date|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/activeYearsEndDate|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property||http://www.w3.org/2001/XMLSchema#date
dbo|active years end date manager|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/activeYearsEndDateMgr|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Person|http://www.w3.org/2001/XMLSchema#string
dbo|active years end year|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/activeYearsEndYear|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property||http://www.w3.org/2001/XMLSchema#gYear
dbo|active years end year manager|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/activeYearsEndYearMgr|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Person|http://www.w3.org/2001/XMLSchema#gYear
dbo|active years start date|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/activeYearsStartDate|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property||http://www.w3.org/2001/XMLSchema#date
dbo|active years start date manager|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/activeYearsStartDateMgr|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Person|http://www.w3.org/2001/XMLSchema#date
dbo|active years start year|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/activeYearsStartYear|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property||http://www.w3.org/2001/XMLSchema#gYear
dbo|active years start year manager|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/activeYearsStartYearMgr|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Person|http://www.w3.org/2001/XMLSchema#gYear
dbo|activity|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/activity|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Person|
dbo|address|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/address|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Place|http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
dbo|address in road|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/addressInRoad|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Road|
dbo|adjacent settlement of a switzerland settlement|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/adjacentSettlement|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Settlement|http://dbpedia.org/ontology/Settlement
dbo|administrative center|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/administrativeCenter|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/AdministrativeRegion|http://dbpedia.org/ontology/Place
dbo|administrative collectivity|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/administrativeCollectivity|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Settlement|http://dbpedia.org/ontology/PopulatedPlace
dbo|administrative district|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/administrativeDistrict|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Settlement|http://dbpedia.org/ontology/PopulatedPlace
dbo|head city|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/administrativeHeadCity|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/PopulatedPlace|http://dbpedia.org/ontology/City
dbo|administrative status|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/administrativeStatus|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property||http://www.w3.org/2001/XMLSchema#string
dbo|administrator|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/administrator|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Organisation|http://dbpedia.org/ontology/Person
dbo|afdb id|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/afdbId|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Film|http://www.w3.org/2001/XMLSchema#string
dbo|affair|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/affair|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Person|http://www.w3.org/2001/XMLSchema#string
dbo|affiliate|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/affiliate|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/FictionalCharacter|http://www.w3.org/2001/XMLSchema#string
dbo|affiliation|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/affiliation|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property||http://dbpedia.org/ontology/Organisation
dbo|AFI Award|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/afiAward|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Artist|http://dbpedia.org/ontology/Award
dbo|age|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/age|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Agent|http://www.w3.org/2001/XMLSchema#integer
dbo|age range|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/ageRange|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property||http://www.w3.org/2001/XMLSchema#nonNegativeInteger
dbo|agency|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/agency|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Person|
dbo|agency station code|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/agencyStationCode|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Station|http://www.w3.org/2001/XMLSchema#string
dbo|agglomeration|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/agglomeration|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/PopulatedPlace|http://dbpedia.org/ontology/Agglomeration
dbo|agglomeration area|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/agglomerationArea|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/PopulatedPlace|http://dbpedia.org/ontology/Area
dbo|agglomeration demographics|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/agglomerationDemographics|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/PopulatedPlace|http://dbpedia.org/ontology/Demographics
dbo|agglomeration population|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/agglomerationPopulation|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Settlement|http://dbpedia.org/ontology/Population
dbo|agglomeration population total|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/agglomerationPopulationTotal|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property||http://www.w3.org/2001/XMLSchema#nonNegativeInteger
dbo|agglomeration population year|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/agglomerationPopulationYear|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Settlement|http://www.w3.org/2001/XMLSchema#string
dbo|Aggregation|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/aggregation|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2001/XMLSchema#string
dbo|airdate|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/airDate|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/RadioStation|http://www.w3.org/2001/XMLSchema#date
dbo|aircraft attack|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/aircraftAttack|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/MilitaryUnit|http://dbpedia.org/ontology/MeanOfTransportation
dbo|aircraft bomber|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/aircraftBomber|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/MilitaryUnit|http://dbpedia.org/ontology/MeanOfTransportation
dbo|aircraft electronic|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/aircraftElectronic|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/MilitaryUnit|http://dbpedia.org/ontology/MeanOfTransportation
dbo|aircraft fighter|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/aircraftFighter|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/MilitaryUnit|http://dbpedia.org/ontology/MeanOfTransportation
dbo|aircraft helicopter|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/aircraftHelicopter|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/MilitaryUnit|http://dbpedia.org/ontology/MeanOfTransportation
dbo|aircraft helicopter attack|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/aircraftHelicopterAttack|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/MilitaryUnit|http://dbpedia.org/ontology/MeanOfTransportation
dbo|aircraft helicopter cargo|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/aircraftHelicopterCargo|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/MilitaryUnit|http://dbpedia.org/ontology/MeanOfTransportation
dbo|aircraft helicopter multirole|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/aircraftHelicopterMultirole|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/MilitaryUnit|http://dbpedia.org/ontology/MeanOfTransportation
dbo|aircraft helicopter observation|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/aircraftHelicopterObservation|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/MilitaryUnit|http://dbpedia.org/ontology/MeanOfTransportation
dbo|aircraft helicopter transport|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/aircraftHelicopterTransport|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/MilitaryUnit|http://dbpedia.org/ontology/MeanOfTransportation
dbo|aircraft helicopter utility|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/aircraftHelicopterUtility|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/MilitaryUnit|http://dbpedia.org/ontology/MeanOfTransportation
dbo|aircraft interceptor|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/aircraftInterceptor|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/MilitaryUnit|http://dbpedia.org/ontology/MeanOfTransportation
dbo|aircraft patrol|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/aircraftPatrol|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/MilitaryUnit|http://dbpedia.org/ontology/MeanOfTransportation
dbo|aircraft recon|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/aircraftRecon|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/MilitaryUnit|http://dbpedia.org/ontology/MeanOfTransportation
dbo|aircraft trainer|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/aircraftTrainer|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/MilitaryUnit|http://dbpedia.org/ontology/MeanOfTransportation
dbo|aircraft transport|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/aircraftTransport|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/MilitaryUnit|http://dbpedia.org/ontology/MeanOfTransportation
dbo|aircraft type|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/aircraftType|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Aircraft|http://www.w3.org/2001/XMLSchema#string
dbo|aircraft user|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/aircraftUser|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Aircraft|http://dbpedia.org/ontology/Organisation
dbo|Different usage of an airport|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/airportUsing|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Airport|http://www.w3.org/2001/XMLSchema#string
dbo|aita code|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/aitaCode|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property||http://www.w3.org/2001/XMLSchema#string
dbo|albedo|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/albedo|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Planet|http://www.w3.org/2001/XMLSchema#double
dbo|album|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/album|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property||http://dbpedia.org/ontology/Album
dbo|album duration (s)|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/albumRuntime|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Album|http://www.w3.org/2001/XMLSchema#double
dbo|alias|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/alias|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property||http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
dbo|allcinema id|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/allcinemaId|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Film|http://www.w3.org/2001/XMLSchema#string
dbo|allegiance|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/allegiance|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Person|http://www.w3.org/2001/XMLSchema#string
dbo|alliance|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/alliance|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Airline|
dbo|alma mater|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/almaMater|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/EducationalInstitution
dbo|alongside|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/alongside|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property||http://dbpedia.org/ontology/Person
dbo|Alps group|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/alpsGroup|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Mountain|http://dbpedia.org/ontology/MountainRange
dbo|Alps main part|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/alpsMainPart|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Mountain|http://dbpedia.org/ontology/MountainRange
dbo|Alps major sector|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/alpsMajorSector|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Mountain|http://dbpedia.org/ontology/MountainRange
dbo|Alps section|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/alpsSection|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Mountain|http://dbpedia.org/ontology/MountainRange
dbo|Alps SOIUSA code|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/alpsSoiusaCode|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Mountain|http://www.w3.org/2001/XMLSchema#string
dbo|Alps subgroup|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/alpsSubgroup|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Mountain|http://dbpedia.org/ontology/MountainRange
dbo|Alps subsection|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/alpsSubsection|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Mountain|http://dbpedia.org/ontology/MountainRange
dbo|Alps supergroup|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/alpsSupergroup|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Mountain|http://dbpedia.org/ontology/MountainRange
dbo|alternative name|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/alternativeName|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property||http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
dbo|alternative title|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/alternativeTitle|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Work|http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
dbo|altitude|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/altitude|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Altitude
dbo|alumni|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/alumni|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/EducationalInstitution|http://dbpedia.org/ontology/Person
dbo|amateur defeat|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/amateurDefeat|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Boxer|http://www.w3.org/2001/XMLSchema#nonNegativeInteger
dbo|amateur fight|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/amateurFight|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Boxer|http://www.w3.org/2001/XMLSchema#nonNegativeInteger
dbo|amateur ko|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/amateurKo|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Boxer|http://www.w3.org/2001/XMLSchema#nonNegativeInteger
dbo|amateur no contest|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/amateurNoContest|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Boxer|http://www.w3.org/2001/XMLSchema#nonNegativeInteger
dbo|amateur team|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/amateurTeam|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Athlete,_CareerStation|http://dbpedia.org/ontology/SportsTeam
dbo|amateur tie|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/amateurTie|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Boxer|http://www.w3.org/2001/XMLSchema#nonNegativeInteger
dbo|amateur title|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/amateurTitle|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Boxer|http://www.w3.org/2001/XMLSchema#string
dbo|amateur victory|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/amateurVictory|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Boxer|http://www.w3.org/2001/XMLSchema#nonNegativeInteger
dbo|amateur year|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/amateurYear|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Athlete,_CareerStation|http://www.w3.org/2001/XMLSchema#string
dbo|American Comedy Award|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/americanComedyAward|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Comedian|http://dbpedia.org/ontology/Award
dbo|amgId|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/amgid|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Film|http://www.w3.org/2001/XMLSchema#string
dbo|Amsterdam Code|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/amsterdamCode|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Municipality|http://www.w3.org/2001/XMLSchema#string
dbo|analog channel|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/analogChannel|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Broadcaster|http://www.w3.org/2001/XMLSchema#string
dbo|animal|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/animal|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property||http://dbpedia.org/ontology/Animal
dbo|animator|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/animator|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Cartoon|http://dbpedia.org/ontology/Agent
dbo|anniversary|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/anniversary|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/MilitaryUnit|http://www.w3.org/2001/XMLSchema#date
dbo|announced from|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/announcedFrom|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Place
dbo|annual temperature (K)|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/annualTemperature|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Place|http://www.w3.org/2001/XMLSchema#double
dbo|anthem|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/anthem|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property||http://dbpedia.org/ontology/Work
dbo|AO|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/aoCloassification|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Disease|http://www.w3.org/2001/XMLSchema#string
dbo|apc president|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/apcPresident|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property||http://dbpedia.org/ontology/Person
dbo|apoapsis (μ)|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/apoapsis|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/CelestialBody|http://www.w3.org/2001/XMLSchema#double
dbo|apofocus|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/apofocus|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/CelestialBody|http://www.w3.org/2001/XMLSchema#string
dbo|apparent magnitude|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/apparentMagnitude|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/Planet|http://www.w3.org/2001/XMLSchema#double
dbo|appearance|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/appearance|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property||http://www.w3.org/2001/XMLSchema#string
dbo|appearances in league|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/appearancesInLeague|http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://dbpedia.org/ontology/SoccerPlayer|http://www.w3.org/2001/XMLSchema#nonNegativeInteger
